ID,Elevation,Veg.mass,PLFA,Time,Act-ele,Longtitude,Latitude,Aspect,Slope,Distance_between_origin,Distance_origin,Direction_origin,X,Y,pH,TP,SWC,TOC,TN,C/N,DOC,DON,DOC/DON,NDVI,GET,ET,GTmin,GTmax,GT,GP,MOI,Tmin,Tmax,DTR,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,ET/bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,PS,PLFA-bacteria,PLFA-fungus,PLFA-actinomyces,G+,G-,G+/G-,Chao1,Shannon
HDX044,4500,60,17.90569903,2013,4496,91.07910061,30.52282,180.6029968,21.5963993,4500m_1km_E,1000,E,1000,0,6.595,0.376,0.079,26.788,2.65,10.107,69.361,12.179,5.695130963,0.209878147,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX045,4500,165,17.90569903,2013,4523,91.1403238,30.5772,138.8139954,10.0467997,4500m_10km_E,10000,E,10000,0,6.58,0.454,0.063,39.818,3.594,11.079,88.64,13.145,6.743248383,0.185799509,126.0620286,175.0479286,4.033899429,14.46088,9.246761205,349.5777109,0.25956788,-2.993335714,8.565746714,11.55908243,2.786205506,11.55908237,39.02734114,648.0196516,16.43973403,-13.22158206,29.66131609,10.15575927,-3.979498855,10.51382112,-5.155127714,385.6737103,0.453875709,134.7742845,0.257142857,133.6081208,278.6280689,4.228571413,265.9567119,5.188571429,133.608,,,,,,,,
HDX046,4600,88.92857143,23.33190674,2013,4606,91.01226656,30.49322,86.6334991,8.0769997,4600m_10km_W,10000,W,-10000,0,6.545,0.59,0.084,28.204,2.944,9.581,67.705,11.648,5.812585852,0.223283276,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX047,4600,39,23.33190674,2013,4604,91.05067522,30.52149,201.8009949,10.1765003,4600m_1km_W,1000,W,-1000,0,6.355,0.733,0.126,33.043,3.258,10.143,61.947,16.917,3.661819472,0.205284625,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX048,4600,96,23.33190674,2013,4599,91.06471664,30.52613,127.6480026,10.4359999,4600m_100m_W,100,W,-100,0,6.43,0.547,0.171,26.955,2.733,9.862,64.612,14.335,4.50728985,0.238957539,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX049,4600,181,21.83727138,2013,4602,91.06538813,30.52642,195.2550049,8.5889301,4600m_10m_W,10,W,-10,0,6.39,0.478,0.22,28.814,2.559,11.259,103.704,35.319,2.936209972,0.210079253,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,19.22685858,0.236010042,2.374402756,7.931502003,7.569263833,1.04785646,7473.801325,11.0546
HDX050,4600,89,23.33190674,2013,4602,91.06545795,30.52647,195.2550049,8.1112804,4600m_1m_W,1,W,-1,0,6.49,0.661,0.199,28.747,2.588,11.107,95.254,15.529,6.133942945,0.210079253,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX051,4600,127,23.33190674,2013,4610,91.06506128,30.52693,157.9889984,12.1061001,4600m_10m_U,10,U,0,10,6.14,0.441,0.136,33.207,2.933,11.323,129.163,16.399,7.876272943,0.218746737,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX052,4600,65,23.33190674,2013,4604,91.06536545,30.52662,158.4290009,10.9049997,4600m_1m_U,1,U,0,1,6.345,0.545,0.209,17.465,1.784,9.789,82.85,15.088,5.49111877,0.232148573,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX053,4600,96,41.11788978,2013,4602,91.06546679,30.52649,195.2550049,8.1112804,4600m,0,O,0,0,6.19,0.57,0.202,28.151,2.74,10.276,94.448,18.236,5.179205966,0.210079253,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,37.1095254,0.59262732,3.415737055,14.86616315,13.38616466,1.110561802,7705.235469,11.24225
HDX054,4600,45,23.33190674,2013,4599,91.0656257,30.52632,195.2550049,8.1112804,4600m_1m_B,1,B,0,-1,6.125,0.567,0.186,33.825,3.007,11.25,121.932,17.604,6.926380368,0.217422247,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX055,4600,121,23.33190674,2013,4583,91.06643277,30.5254,257.6610107,15.2681999,4600m_10m_B,10,B,0,-10,6.805,0.465,0.181,31.329,2.857,10.967,127.307,24.824,5.128383822,0.185450718,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX056,4600,53,23.33190674,2013,4602,91.06548027,30.5265,195.2550049,8.1112804,4600m_1m_E,1,E,1,0,6.35,0.516,0.2,23.122,1.872,12.35,147.408,18.137,8.127474224,0.210079253,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX057,4600,64,7.040559063,2013,4602,91.06558305,30.52656,186.3399963,8.5824804,4600m_10m_E,10,E,10,0,6.455,0.452,0.181,19.877,1.978,10.048,63.248,12.502,5.059030555,0.210079253,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,6.154066995,0.124814048,0.76167802,2.173033232,2.935836008,0.740175278,7235.456328,10.96753
HDX058,4600,87,23.33190674,2013,4602,91.06594146,30.52681,217.5690002,7.36374,4600m_100m_E,100,E,100,0,6.41,0.451,0.166,23.529,2.268,10.375,75.102,13.533,5.549545555,0.208490536,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX059,4600,110,23.33190674,2013,4590,91.0753603,30.52607,141.1159973,9.4215803,4600m_1km_E,1000,E,1000,0,6.27,0.575,0.086,30.289,2.822,10.733,67.713,13.721,4.934990161,0.256088108,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX060,4600,72,23.33190674,2013,4613,91.13604462,30.58385,176.1860046,3.47174,4600m_10km_E,10000,E,10000,0,6.4,0.616,0.202,58.226,4.594,12.673,145.987,18.725,7.796368491,0.255965143,115.5819973,162.7303372,3.810154245,13.26489858,8.536559619,373.8956738,0.232615487,-2.828886197,7.511427107,10.3403133,2.34127044,10.34031333,36.97104569,623.2044555,15.20302712,-12.71604284,27.91906996,9.537094347,-4.223495019,9.783448451,-5.292401256,410.3279777,0.396586014,147.0946686,0.313411993,137.0659806,301.8893581,3.459536953,284.7626433,6.302330017,137.066,,,,,,,,
HDX061,4700,123.3846154,59.40535147,2013,4696,91.00569772,30.49727,129.173996,18.0925007,4700m_10km_W,10000,W,-10000,0,6.185,0.535,0.273,42.733,3.515,12.158,155.449,20.434,7.607370069,0.326352537,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX062,4700,144,59.40535147,2013,4694,91.04876421,30.52564,169.2160034,19.6105995,4700m_1km_W,1000,W,-1000,0,6.025,0.674,0.331,47.37,3.963,11.953,179.47,18.08,9.926438053,0.309794068,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX063,4700,115,58.06338985,2013,4692,91.06030673,30.52969,151.6210022,22.3924007,4700m_100m_W,100,W,-100,0,6.04,0.518,0.214,34.308,2.726,12.586,128.777,11.355,11.34099516,0.23864755,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,52.92984848,1.182995102,3.950546264,19.86232437,20.97457474,0.946971494,7834.986547,11.16542
HDX064,4700,141,51.2183167,2013,4692,91.06057961,30.52976,151.6990051,20.2600994,4700m_10m_W,10,W,-10,0,5.78,0.512,0.271,66.437,4.256,15.609,412.542,39.031,10.56959852,0.23864755,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,46.75606519,0,3.279256412,19.05987953,19.7843968,0.96337936,7186.622881,11.17327
HDX065,4700,85,59.40535147,2013,4692,91.06064766,30.52978,161.0950012,20.2600994,4700m_1m_W,1,W,-1,0,5.88,0.688,0.198,40.436,3.634,11.128,137.314,22.131,6.204599883,0.208834648,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX066,4700,100,59.40535147,2013,4707,91.06036069,30.53028,141.8430023,17.6765003,4700m_10m_U,10,U,0,10,5.565,0.646,0.241,58.306,5.03,11.593,187.579,25.221,7.437413267,0.217474148,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX067,4700,96,59.40535147,2013,4694,91.06061876,30.52984,151.6990051,20.2600994,4700m_1m_U,1,U,0,1,5.675,0.75,0.237,48.248,4.293,11.239,130.162,22.89,5.686413281,0.220862761,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX068,4700,199,68.93434785,2013,4692,91.06066308,30.52978,161.0950012,20.2600994,4700m,0,O,0,0,5.595,0.725,0.231,51.987,4.667,11.14,161.994,21.4,7.569813084,0.208834648,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,61.87013213,0,5.881220613,24.86232825,24.10046885,1.031611808,7766.4,11.30117
HDX069,4700,161,59.40535147,2013,4691,91.06069694,30.52974,161.0950012,20.2600994,4700m_1m_B,1,B,0,-1,5.66,0.643,0.215,48.241,4.267,11.304,128.09,26.651,4.806198642,0.208834648,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX070,4700,78,59.40535147,2013,4683,91.06089787,30.52949,164.4759979,17.2943993,4700m_10m_B,10,B,0,-10,5.82,0.558,0.33,60.61,4.09,14.818,199.009,15.203,13.09011379,0.229505911,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX071,4700,178,59.40535147,2013,4692,91.06067109,30.52978,161.0950012,20.2600994,4700m_1m_E,1,E,1,0,5.59,0.687,0.184,42.856,3.828,11.195,177.418,23.506,7.547775036,0.208834648,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX072,4700,65,59.40535147,2013,4692,91.06072745,30.52979,161.0950012,17.8230991,4700m_10m_E,10,E,10,0,5.81,0.717,0.388,57.063,4.333,13.17,247.946,26.501,9.35609977,0.208834648,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX073,4700,44,59.40535147,2013,4692,91.06098955,30.52988,167.3809967,17.8230991,4700m_100m_E,100,E,100,0,6.025,0.501,0.152,23.924,1.978,12.095,110.501,11.706,9.439689048,0.243913516,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX074,4700,123.3846154,59.40535147,2013,4718,91.06949495,30.53607,120.5790024,14.1406002,4700m_1km_E,1000,E,1000,0,5.515,0.764,0.445,64.617,5.188,12.456,253.705,29.302,8.658282711,0.337371826,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX075,4700,198,59.40535147,2013,4722,91.13408591,30.58824,162.6040039,45.4931984,4700m_10km_E,10000,E,10000,0,5.76,0.647,0.238,57.202,4.914,11.642,145.439,23.482,6.19363768,0.229672104,106.849884,151.9038755,3.445036814,12.29422739,7.8684146,396.0684152,0.317292155,-2.866726948,6.589308597,9.456035545,1.861290798,9.456035559,35.6679183,604.2997397,14.22428131,-12.32328384,26.54756514,8.842312035,-4.345434011,9.097003727,-5.507377428,435.6035556,0.348720467,156.6205658,0.382072116,136.9659283,320.0707468,4.125956559,301.8544006,7.763139311,136.966,,,,,,,,
HDX076,4800,98.14285714,28.7936591,2013,4799,91.00347943,30.49991,101.5049973,25.6637001,4800m_10km_W,10000,W,-10000,0,6.03,0.588,0.29,31.213,2.838,11,248.008,31.92,7.769674185,0.324545324,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,,,,,,,,
HDX077,4800,128,28.7936591,2013,4805,91.04891961,30.52945,130.7109985,13.2986002,4800m_1km_W,1000,W,-1000,0,5.925,0.586,0.209,29.797,2.624,11.357,72.982,15.994,4.563086157,0.304034591,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,,,,,,,,
HDX078,4800,35,28.7936591,2013,4792,91.05673892,30.53146,147.6529999,16.4846001,4803m_63m_W,100,W,-100,0,5.73,0.591,0.323,49.479,4.262,11.609,170.024,29.374,5.788248111,0.26265505,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,,,,,,,,
HDX079,4800,9,28.7936591,2013,4792,91.05746411,30.53169,137.5449982,14.3101997,4803m_10m_W,10,W,-10,0,5.525,0.605,0.281,43.05,3.618,11.897,90.246,18.563,4.861606421,0.279851586,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,,,,,,,,
HDX080,4800,102,22.53112668,2013,4793,91.05765441,30.53173,137.5449982,14.8650999,4803m_1m_W,1,W,-1,0,5.855,0.598,0.142,27.544,2.436,11.308,65.879,12.619,5.2206197,0.279851586,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,19.86751501,0.791970964,1.87164071,8.020070875,8.134567519,0.98592468,7392.878049,11.01435
HDX081,4800,120,28.7936591,2013,4809,91.05745957,30.53216,136.272995,15.7964001,4813m_10_U,10,U,0,10,5.75,0.527,0.26,38.885,3.171,12.265,96.301,14.044,6.857091997,0.292043298,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,,,,,,,,
HDX082,4800,70,37.24739138,2013,4793,91.05766527,30.53175,137.5449982,14.8650999,4804m_1m_U,1,U,0,1,5.81,0.577,0.258,41.322,3.459,11.946,71.172,17.089,4.164784364,0.279851586,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,33.37211617,0.755768599,3.119506615,11.7697729,15.62301969,0.753360946,7455.902913,11.08584
HDX083,4800,38,28.7936591,2013,4792,91.05766852,30.53174,137.5449982,14.8650999,4803m,0,O,0,0,5.85,0.522,0.197,34.027,3.076,11.061,73.065,11.661,6.265757654,0.279851586,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,,,,,,,,
HDX084,4800,67,28.7936591,2013,4791,91.05767449,30.53172,137.5449982,14.8650999,4802m_1m_D,1,B,0,-1,5.84,0.566,0.223,32.962,2.895,11.387,75.888,12.063,6.290972395,0.279851586,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,,,,,,,,
HDX085,4800,113,26.60245924,2013,4783,91.05777053,30.53155,144.4620056,14.8650999,4793m_1m_D,10,B,0,-10,6.005,0.605,0.198,24.82,2.231,11.125,76.205,13.949,5.463115636,0.245414242,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,23.63634908,0.50660561,2.459504546,8.730577203,10.71934714,0.814469117,7412.974315,11.02981
HDX086,4800,66,28.7936591,2013,4792,91.05768253,30.53174,137.5449982,14.8650999,4803m_1m_E,1,E,1,0,5.935,0.625,0.205,30.75,2.804,10.967,67.39,12.794,5.267312803,0.279851586,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,,,,,,,,
HDX087,4800,125,28.7936591,2013,4792,91.05778184,30.53176,142.125,14.8650999,4803m_10m_E,10,E,10,0,6.015,0.589,0.262,38.179,3.259,11.714,88.875,16.895,5.26043208,0.253489614,98.80962429,141.5878429,3.017042286,11.48971,7.251921452,399.1624256,0.401220655,-3.136669143,5.829555857,8.966225,1.346443444,8.966225059,34.97860878,595.4414581,13.34099884,-12.31519062,25.65618946,8.284110656,-4.808187878,8.460077782,-5.950206552,436.3738537,0.324464543,160.3867133,0.314285714,140.1478515,325.5717122,3.262857127,307.198855,5.634285671,140.148,,,,,,,,
